DATE,QUANTITIES_Kgs,VALUE,PFco_Code,Total_values
24-Nov-22,836.4,137292,1400,114831028.8
01-Dec-22,24.6,4038,1400,99334.8
01-Dec-22,27,4458,1400,120366
01-Dec-22,24.6,4038,1400,99334.8
01-Dec-22,73.8,12114,1400,894013.2
01-Dec-22,172.2,28266,1400,4867405.2
01-Dec-22,615,100950,1400,62084250
01-Dec-22,190.91,32072.88,1400,6123033.5208
08-Dec-22,24.6,3873,1400,95275.8
08-Dec-22,369,58095,1400,21437055
08-Dec-22,811.8,127809,1400,103755346.2
08-Dec-22,73.8,11619,1400,857482.2
15-Dec-22,73.8,11619,1400,857482.2
15-Dec-22,246,38730,1400,9527580
15-Dec-22,738,116190,1400,85748220
21-Dec-22,836.4,131682,1400,110138824.8
21-Dec-22,73.8,11619,1400,857482.2
21-Dec-22,73.8,11619,1400,857482.2
21-Dec-22,123,19365,1400,2381895
21-Dec-22,123,19365,1400,2381895
29-Dec-22,738,116190,1400,85748220
29-Dec-22,98.4,15492,1400,1524412.8
29-Dec-22,246,38730,1400,9527580
29-Dec-22,73.8,11619,1400,857482.2
29-Dec-22,73.8,11619,1400,857482.2
05-Jan-23,934.8,147174,1400,137578255.2
05-Jan-23,49.2,7746,1400,381103.2
05-Jan-23,73.8,11619,1400,857482.2
05-Jan-23,172.2,27111,1400,4668514.2
11-Jan-23,24.6,4002,1400,98449.2
11-Jan-23,73.8,12006,1400,886042.8
11-Jan-23,73.8,12006,1400,886042.8
11-Jan-23,295.2,48024,1400,14176684.8
11-Jan-23,516.6,84042,1400,43416097.2
11-Jan-23,105,17320,1400,1818600
18-Jan-23,172.2,28014,1400,4824010.8
18-Jan-23,393.6,64032,1400,25202995.2
18-Jan-23,344.4,56028,1400,19296043.2
27-Jan-23,98.4,16008,1400,1575187.2
27-Jan-23,98.4,16008,1400,1575187.2
27-Jan-23,73.8,12006,1400,886042.8
27-Jan-23,664.2,108054,1400,71769466.8
27-Jan-23,33,5331,1400,175923
27-Jan-23,98.4,16008,1400,1575187.2
30-Jan-23,630,103920,1400,65469600
02-Feb-23,27,4419,1400,119313
02-Feb-23,172.2,28014,1400,4824010.8
02-Feb-23,664.2,108054,1400,71769466.8
02-Feb-23,246,40020,1400,9844920
09-Feb-23,738,122940,1400,90729720
09-Feb-23,24.6,4098,1400,100810.8
09-Feb-23,24.6,4098,1400,100810.8
09-Feb-23,418.2,69666,1400,29134321.2
15-Feb-23,27,4524,1400,122148
15-Feb-23,123,20490,1400,2520270
15-Feb-23,246,40980,1400,10081080
15-Feb-23,590.4,98352,1400,58067020.8
23-Feb-23,492,81960,1400,40324320
23-Feb-23,492,81960,1400,40324320
23-Feb-23,73.8,12294,1400,907297.2
23-Feb-23,73.8,12294,1400,907297.2
02-Mar-23,73.8,12294,1400,907297.2
02-Mar-23,98.4,16392,1400,1612972.8
02-Mar-23,418.2,69666,1400,29134321.2
02-Mar-23,664.2,110646,1400,73491073.2
09-Mar-23,26.4,4134,1400,109137.6
09-Mar-23,984,165360,1400,162714240
09-Mar-23,49.2,8268,1400,406785.6
13-Mar-23,724.5,123441,1400,89433004.5
16-Mar-23,24.6,4134,1400,101696.4
16-Mar-23,24.6,4134,1400,101696.4
16-Mar-23,49.2,8268,1400,406785.6
16-Mar-23,836.4,140556,1400,117561038.4
21-Mar-23,745.5,127019,1400,94692664.5
24-Mar-23,73.8,12402,1400,915267.6
24-Mar-23,246,41340,1400,10169640
24-Mar-23,836.4,140556,1400,117561038.4
29-Mar-23,73.8,12402,1400,915267.6
29-Mar-23,123,20670,1400,2542410
29-Mar-23,49.2,8268,1400,406785.6
29-Mar-23,98.4,16536,1400,1627142.4
29-Mar-23,590.4,99216,1400,58577126.4
05-Apr-23,664.2,111618,1400,74136675.6
05-Apr-23,24.6,4134,1400,101696.4
05-Apr-23,24.6,4134,1400,101696.4
05-Apr-23,123,20670,1400,2542410
12-Apr-23,492,79800,1400,39261600
12-Apr-23,664.2,107730,1400,71554266
12-Apr-23,27,4407,1400,118989
12-Apr-23,49,7980,1400,391020
24-Apr-23,49.2,7980,1400,392616
24-Apr-23,49.2,7980,1400,392616
24-Apr-23,24.6,3990,1400,98154
27-Apr-23,27,4407,1400,118989
27-Apr-23,98.4,15960,1400,1570464
27-Apr-23,98.4,15960,1400,1570464
27-Apr-23,24.6,3990,1400,98154
27-Apr-23,344.4,55860,1400,19238184
27-Apr-23,615,99750,1400,61346250
04-May-23,27,4407,1400,118989
04-May-23,98.4,15960,1400,1570464
04-May-23,98.4,15960,1400,1570464
04-May-23,172.2,27930,1400,4809546
04-May-23,492,79800,1400,39261600
11-May-23,98.4,15960,1400,1570464
11-May-23,172.2,27930,1400,4809546
11-May-23,590.4,95760,1400,56536704
17-May-23,98.4,15960,1400,1570464
17-May-23,246,39900,1400,9815400
17-May-23,590.4,95760,1400,56536704
25-May-23,98.4,15960,1400,1570464
25-May-23,98.4,15960,1400,1570464
25-May-23,295.2,47880,1400,14134176
25-May-23,590.4,95760,1400,56536704
31-May-23,590.4,95760,1400,56536704
31-May-23,98.4,15960,1400,1570464
31-May-23,98.4,15960,1400,1570464
31-May-23,98.4,15960,1400,1570464
31-May-23,98.4,15960,1400,1570464
08-Jun-23,98.4,15960,1400,1570464
08-Jun-23,98.4,15960,1400,1570464
08-Jun-23,98.4,15960,1400,1570464
08-Jun-23,590.4,95760,1400,56536704
15-Jun-23,196.8,30792,1400,6059865.6
15-Jun-23,98.4,15396,1400,1514966.4
15-Jun-23,295.2,46188,1400,13634697.6
15-Jun-23,590.4,92376,1400,54538790.4
22-Jun-23,98.4,15396,1400,1514966.4
22-Jun-23,98.4,15396,1400,1514966.4
22-Jun-23,98.4,15396,1400,1514966.4
22-Jun-23,196.8,30792,1400,6059865.6
22-Jun-23,590.4,92376,1400,54538790.4
28-Jun-23,108,16992,1400,1835136
28-Jun-23,98.4,15396,1400,1514966.4
28-Jun-23,196.8,30792,1400,6059865.6
28-Jun-23,590.4,92376,1400,54538790.4
06-Jul-23,196.8,30792,1400,6059865.6
06-Jul-23,688.8,107772,1400,74233353.6
06-Jul-23,98.4,15396,1400,1514966.4
06-Jul-23,98.4,15396,1400,1514966.4
12-Jul-23,196.8,29760,1400,5856768
12-Jul-23,295.2,44640,1400,13177728
12-Jul-23,615,93000,1400,57195000
12-Jul-23,98.4,14880,1400,1464192
12-Jul-23,98.4,14880,1400,1464192
19-Jul-23,196.4,29760,1400,5844864
19-Jul-23,98.4,14880,1400,1464192
27-Jul-23,39.5,5976.8,1400,236083.6
27-Jul-23,758.5,114700,1400,86999950
27-Jul-23,44.7,6854.34,1400,306388.998
27-Jul-23,3.3,505.79,1400,1669.107
27-Jul-23,103,15586.8,1400,1605440.4
27-Jul-23,98.4,14880,1400,1464192
27-Jul-23,99.2,15004,1400,1488396.8
03-Aug-23,98.4,14880,1400,1464192
03-Aug-23,98.4,14880,1400,1464192
03-Aug-23,98.4,14880,1400,1464192
03-Aug-23,194.1,29363.2,1400,5699397.12
10-Aug-23,98.4,15300,1400,1505520
10-Aug-23,98.4,15300,1400,1505520
10-Aug-23,98.4,15300,1400,1505520
10-Aug-23,590.4,91800,1400,54198720
17-Aug-23,98.4,15300,1400,1505520
17-Aug-23,98.4,15300,1400,1505520
17-Aug-23,295.2,45900,1400,13549680
17-Aug-23,590.4,91800,1400,54198720
23-Aug-23,98.4,15300,1400,1505520
23-Aug-23,98.4,15300,1400,1505520
23-Aug-23,590.4,91800,1400,54198720
23-Aug-23,98.4,15300,1400,1505520
23-Aug-23,196.8,30600,1400,6022080
30-Aug-23,98.4,15300,1400,1505520
30-Aug-23,98.4,15300,1400,1505520
30-Aug-23,221.4,34425,1400,7621695
30-Aug-23,590.4,91800,1400,54198720
06-Sep-23,246,38250,1400,9409500
06-Sep-23,590.4,91800,1400,54198720
06-Sep-23,98.4,15300,1400,1505520
06-Sep-23,98.4,15300,1400,1505520
06-Sep-23,98.4,15300,1400,1505520
14-Sep-23,24.6,3909,1400,96161.4
14-Sep-23,98.4,15636,1400,1538582.4
14-Sep-23,295.2,46908,1400,13847241.6
14-Sep-23,492,78180,1400,38464560
21-Sep-23,98.4,15636,1400,1538582.4
21-Sep-23,295.2,46908,1400,13847241.6
21-Sep-23,590.4,93816,1400,55388966.4
21-Sep-23,196.8,31272,1400,6154329.6
27-Sep-23,98.4,15636,1400,1538582.4
27-Sep-23,492,78180,1400,38464560
27-Sep-23,98.4,15636,1400,1538582.4
05-Oct-23,98.4,15636,1400,1538582.4
05-Oct-23,369,58635,1400,21636315
05-Oct-23,98.4,15636,1400,1538582.4
05-Oct-23,123,19545,1400,2404035
12-Oct-23,126,21330,1400,2687580
12-Oct-23,123,19545,1400,2404035
12-Oct-23,98.4,15636,1400,1538582.4
12-Oct-23,147.6,23454,1400,3461810.4
12-Oct-23,418.2,66453,1400,27790644.6
16-Oct-23,98.4,15636,1400,1538582.4
16-Oct-23,295.2,46908,1400,13847241.6
16-Oct-23,246,39090,1400,9616140
16-Oct-23,147.6,23454,1400,3461810.4
19-Oct-23,575,97229.25,1400,55906818.75
27-Oct-23,98.4,15636,1400,1538582.4
27-Oct-23,270.6,42999,1400,11635529.4
27-Oct-23,418.2,66453,1400,27790644.6
03-Nov-23,172.2,27363,1400,4711908.6
03-Nov-23,98.4,15636,1400,1538582.4
03-11-2023,172.2,27363,1400,4711908.6
03-Nov-23,98.4,15636,1400,1538582.4
03-Nov-23,344.4,54726,1400,18847634.4
03-Nov-23,442.8,70362,1400,31156293.6
10-Nov-23,344.4,54726,1400,18847634.4
10-Nov-23,98.4,15636,1400,1538582.4
10-11-2023,98.4,15636,1400,1538582.4
10-Nov-23,123,19545,1400,2404035
10-Nov-23,98.4,15156,1400,1491350.4
10-Nov-23,98.4,15156,1400,1491350.4
10-Nov-23,98.4,15156,1400,1491350.4
10-Nov-23,418.2,64413,1400,26937516.6
22-Nov-23,98.4,15156,1400,1491350.4
22-Nov-23,98.4,15156,1400,1491350.4
22-Nov-23,418.2,64413,1400,26937516.6
22-Nov-23,615,94725,1400,58255875
29-Nov-23,98.4,15156,1400,1491350.4
29-Nov-23,27,4179,1400,112833
29-Nov-23,172.2,26523,1400,4567260.6
29-Nov-23,590.4,90936,1400,53688614.4
06-Dec-23,27,4179,1400,112833
06-Dec-23,246,37890,1400,9320940
06-Dec-23,590.4,90936,1400,53688614.4
13-Dec-23,24.6,3789,1400,93209.4
13-Dec-23,98.4,15156,1400,1491350.4
13-Dec-23,98.4,15156,1400,1491350.4
13-Dec-23,123,18945,1400,2330235
13-Dec-23,664.2,102303,1400,67949652.6
20-Dec-23,98.4,15156,1400,1491350.4
20-Dec-23,172.2,26523,1400,4567260.6
20-Dec-23,98.4,15156,1400,1491350.4
20-Dec-23,615,94725,1400,58255875
01-Jan-24,98.4,15156,1400,1491350.4
01-Jan-24,98.4,15156,1400,1491350.4
01-Jan-24,98.4,15156,1400,1491350.4
01-Jan-24,147.6,22734,1400,3355538.4
01-Jan-24,590.4,90936,1400,53688614.4
01-Jan-24,344.4,53046,1400,18269042.4
01-Jan-24,344.4,53046,1400,18269042.4
11-Jan-24,98.4,15540,1400,1529136
11-Jan-24,393.6,62160,1400,24466176
19-Jan-24,147.6,23310,1400,3440556
19-Jan-24,196.8,31080,1400,6116544
19-Jan-24,369,58275,1400,21503475
25-Jan-24,480,78000,1400,37440000
25-Jan-24,54,8574,1400,462996
25-Jan-24,123,19425,1400,2389275
25-Jan-24,196.8,31080,1400,6116544
25-Jan-24,418.2,66045,1400,27620019
29-Jan-24,196.8,31080,1400,6116544
29-Jan-24,321.9,50300,1400,16191570
29-Jan-24,320,52000,1400,16640000
29-Jan-24,288,46800,1400,13478400
30-Jan-24,320,52000,1400,16640000
30-Jan-24,320,52000,1400,16640000
30-Jan-24,288,46800,1400,13478400
30-Jan-24,321.9,50300,1400,16191570
01-Feb-24,320.6,50100,1400,16062060
01-Feb-24,73.8,11655,1400,860139
01-Feb-24,98.4,15540,1400,1529136
01-Feb-24,738,116550,1400,86013900
10-Feb-24,160,26000,1400,4160000
13-Feb-24,246,39570,1400,9734220
13-Feb-24,836.4,134538,1400,112527583.2
16-Feb-24,246,39570,1400,9734220
16-Feb-24,664.2,106839,1400,70962463.8
16-Feb-24,8.2,1319,1400,10815.8
16-Feb-24,8.2,1319,1400,10815.8
16-Feb-24,8.2,1319,1400,10815.8
21-Feb-24,246,39570,1400,9734220
21-Feb-24,418.2,67269,1400,28131895.8
21-Feb-24,164,27675,1400,4538700
21-Feb-24,172.2,27699,1400,4769767.8
21-Feb-24,196.8,31656,1400,6229900.8
26-Feb-24,172.2,27699,1400,4769767.8
26-Feb-24,172.2,27699,1400,4769767.8
26-Feb-24,590.4,94968,1400,56069107.2
27-Feb-24,262.4,44280,1400,11619072
01-Mar-24,49.2,7914,1400,389368.8
01-Mar-24,246,39570,1400,9734220
01-Mar-24,664.2,106839,1400,70962463.8
01-Mar-24,336,56700,1400,19051200
06-Mar-24,123,19785,1400,2433555
06-Mar-24,738,118710,1400,87607980
06-Mar-24,192,31200,1400,5990400
06-Mar-24,49.2,7914,1400,389368.8
06-Mar-24,98.4,15828,1400,1557475.2
12-Mar-24,327.2,55215,1400,18066348
12-Mar-24,124,20150,1400,2498600
12-Mar-24,98.4,15828,1400,1557475.2
12-Mar-24,98.4,15828,1400,1557475.2
12-Mar-24,172.2,27699,1400,4769767.8
12-Mar-24,246,39570,1400,9734220
12-Mar-24,96,16200,1400,1555200
20-Mar-24,246,39570,1400,9734220
20-Mar-24,344.4,55398,1400,19079071.2
20-Mar-24,320,54000,1400,17280000
20-Mar-24,192,32400,1400,6220800
20-Mar-24,98.4,15828,1400,1557475.2
20-Mar-24,98.4,15828,1400,1557475.2
28-Mar-24,123,19785,1400,2433555
28-Mar-24,98.4,15828,1400,1557475.2
28-Mar-24,98.4,15828,1400,1557475.2
28-Mar-24,590.4,94968,1400,56069107.2
03-Apr-24,541.2,87054,1400,47113624.8
03-Apr-24,196.8,31656,1400,6229900.8
03-Apr-24,227.8,38448,1400,8758454.4
03-Apr-24,225,36556,1400,8225100
03-Apr-24,98.4,15828,1400,1557475.2
03-Apr-24,98.4,15828,1400,1557475.2
08-Apr-24,270.6,43527,1400,11778406.2
08-Apr-24,98.4,15828,1400,1557475.2
08-Apr-24,467.4,75183,1400,35140534.2
08-Apr-24,98.4,15828,1400,1557475.2
08-Apr-24,73.8,11871,1400,876079.8
08-Apr-24,49.2,7914,1400,389368.8
08-Apr-24,220.5,35952,1400,7927416
17-Apr-24,369,59355,1400,21901995
17-Apr-24,81,13095,1400,1060695
17-Apr-24,762.6,122667,1400,93545854.2
23-Apr-24,172.2,27699,1400,4769767.8
23-Apr-24,661.5,107856,1400,71346744
24-Apr-24,51,8394,1400,428094
24-Apr-24,369,59355,1400,21901995
27-Apr-24,73.8,11871,1400,876079.8
27-Apr-24,295.2,47484,1400,14017276.8
27-Apr-24,573.4,93492.32,1400,53608496.288
02-May-24,221.4,35613,1400,7884718.2
02-May-24,344,55398,1400,19056912
02-May-24,98.4,15828,1400,1557475.2
02-May-24,192,32400,1400,6220800
03-May-24,661.5,107856,1400,71346744
08-May-24,492,79140,1400,38936880
08-May-24,123,19785,1400,2433555
08-May-24,73.8,11871,1400,876079.8
08-May-24,288,48600,1400,13996800
08-May-24,288,46800,1400,13478400
16-May-24,25.5,4197,1400,107023.5
16-May-24,73.8,11871,1400,876079.8
16-May-24,664.2,106839,1400,70962463.8
16-May-24,246,39570,1400,9734220
16-May-24,73.8,11871,1400,876079.8
20-May-24,492,79140,1400,38936880
20-May-24,147.6,23742,1400,3504319.2
24-May-24,73.8,11871,1400,876079.8
24-May-24,98.4,15828,1400,1557475.2
24-May-24,288,48600,1400,13996800
24-May-24,288,46800,1400,13478400
24-May-24,196.8,31656,1400,6229900.8
24-May-24,123,19785,1400,2433555
30-May-24,492,79140,1400,38936880
30-May-24,295.2,47484,1400,14017276.8
30-May-24,98.4,15828,1400,1557475.2
30-May-24,98.4,15828,1400,1557475.2
07-Jun-24,319.8,51441,1400,16450831.8
07-Jun-24,123,19785,1400,2433555
07-Jun-24,467.4,75183,1400,35140534.2
11-Jun-24,246,39570,1400,9734220
11-Jun-24,246,39570,1400,9734220
11-Jun-24,123,19785,1400,2433555
15-Jun-24,320,59860,1400,19155200
15-Jun-24,123,19785,1400,2433555
15-Jun-24,139.4,22423,1400,3125766.2
15-Jun-24,555,89230.35,1400,49522844.25
15-Jun-24,161.4,25971.11,1400,4191737.154
22-Jun-24,487,78335.41,1400,38149344.67
22-Jun-24,244.8,39372.15,1400,9638302.32
22-Jun-24,82.4,13255.95,1400,1092290.28
22-Jun-24,123,19785,1400,2433555
22-Jun-24,121.6,19573.96,1400,2380193.536
22-Jun-24,185,31930,1400,5907050
22-Jun-24,33.7,5803.2,1400,195567.84
28-Jun-24,246,39570,1400,9734220
28-Jun-24,371.8,64179.3,1400,23861863.74
28-Jun-24,336.2,54079,1400,18181359.8
28-Jun-24,147.6,23742,1400,3504319.2
28-Jun-24,183.1,29930,1400,5480183
28-Jun-24,178.3,30780.52,1400,5488166.716
03-Jul-24,664.2,106839,1400,70962463.8
03-Jul-24,389.6,67244.58,1400,26198488.368
11-Jul-24,787.2,129600,1400,102021120
11-Jul-24,164,27000,1400,4428000
11-Jul-24,296,49040,1400,14515840
15-Jul-24,246,40500,1400,9963000
15-Jul-24,164,27000,1400,4428000
15-Jul-24,85,14320,1400,1217200
15-Jul-24,333,57006,1400,18982998
15-Jul-24,74,12260,1400,907240
17-Jul-24,836.4,137700,1400,115172280
17-Jul-24,319.8,52650,1400,16837470
17-Jul-24,90,14910,1400,1341900
23-Jul-24,321.2,53208.4,1400,17090538.08
23-Jul-24,185,31670,1400,5858950
23-Jul-24,246,40500,1400,9963000
23-Jul-24,164,27000,1400,4428000
23-Jul-24,246,40500,1400,9963000
23-Jul-24,40,7375,1400,295000
27-Jul-24,172.2,28350,1400,4881870
27-Jul-24,164,27000,1400,4428000
27-Jul-24,270.6,44550,1400,12055230
27-Jul-24,344.4,56700,1400,19527480
27-Jul-24,164,27000,1400,4428000
27-Jul-24,68,12000,1400,816000
27-Jul-24,90.2,14850,1400,1339470
25-Aug-22,55.21,16537.5,174,913035.375
30-Aug-22,167.72,49612.5,174,8321008.5
13-Sep-22,273.92,82687.5,174,22649760
22-Nov-22,156,48600,174,7581600
06-Dec-22,520.81,146250,174,76168462.5
19-Dec-22,365.74,102375,174,37442632.5
13-Jan-23,227.46,63855,174,14524458.3
27-Jan-23,119.54,34155,174,4082888.7
31-Jan-23,277.23,77962.5,174,21613543.875
08-Feb-23,195.63,58500,174,11444355
05-May-23,216.37,62370,174,13494996.9
18-May-23,12.8,3825,174,48960
22-Jun-23,2.56,742.5,174,1900.8
21-Jul-23,5.2,1485,174,7722
03-Nov-23,33.03,10530,174,347805.9
24-Nov-23,7.47,2295,174,17143.65
25-Aug-22,211.12,64800,242,13680576
30-Aug-22,110.88,32400,242,3592512
13-Sep-22,215.15,64800,242,13941720
24-Sep-22,443.43,129600,242,57468528
27-Jan-23,264.55,76500,242,20238075
31-Jan-23,103.06,30600,242,3153636
11-02-2023,65.51,19125,242,1252878.75
12-Apr-23,325.32,91290,242,29698462.8
31-Aug-23,10.24,3060,242,31334.4
23-Sep-23,2.53,765,242,1935.45
04-Feb-21,294.91,76000,211,22413160
01-Mar-21,62.29,18400,211,1146136
10-Mar-21,60.24,18400,211,1108416
13-Mar-21,32.82,9200,211,301944
02-Apr-21,124.85,35200,211,4394720
19-Apr-21,189.48,48000,211,9095040
24-Jun-21,61.59,16000,211,985440
29-Jun-21,61.57,18400,211,1132888
24-Jun-21,60.21,16000,211,963360
12-Jul-21,122.17,35200,211,4300384
28-Aug-21,177.45,55200,211,9795240
04-Aug-21,126.75,31200,211,3954600
19-Aug-21,64.65,18400,211,1189560
23-Sep-21,129.33,35200,211,4552416
14-Sep-21,32.33,13000,211,420290
06-Nov-21,126.09,27200,211,3429648
19-Nov-21,61.7,17600,211,1085920
23-Feb-22,128.06,30400,211,3893024
05-Apr-22,193.2,52800,211,10200960
14-Jul-22,127.68,35200,211,4494336
30-Jul-22,127.92,35200,211,4502784
14-Jul-22,130,35200,211,4576000
09-Sep-22,64.24,17600,211,1130624
29-Nov-22,128.43,33600,211,4315248
25-Nov-22,132.4,33600,211,4448640
07-Nov-22,326.56,88000,211,28737280
25-Jan-23,128.64,28800,211,3704832
27-Jan-23,64.43,16800,211,1082424
25-Jan-23,193.2,50400,211,9737280
01-Mar-23,127.92,28800,211,3684096
11-Mar-23,64.4,16800,211,1081920
20-Mar-23,71.95,18900,211,1359855
06-Mar-23,129.2,32000,211,4134400
13-Mar-23,38.57,10000,211,385700
20-Nov-23,124.22,28800,211,3577536
11-Nov-23,124.8,33600,211,4193280
04-Dec-23,69.6,16800,211,1169280
06-Feb-24,126.4,30400,211,3842560
12-Feb-24,251.64,60800,211,15299712
21-Feb-24,627.21,144000,211,90318240
21-Feb-24,62.7,16800,211,1053360
20-Mar-24,128.58,33600,211,4320288
01-Mar-24,124.57,30400,211,3786928
18-Apr-24,130,33600,211,4368000
27-Apr-24,62.55,16800,211,1050840
08-Apr-24,125.66,33600,211,4222176
20-Apr-24,128.22,30400,211,3897888
20-Apr-24,123.4,30400,211,3751360
01-Jun-24,63.63,16800,211,1068984
07-Jun-24,191.99,45600,211,8754744
26-Jun-24,63.36,15200,211,963072
26-Jun-24,63.36,15200,211,963072
06-Jul-24,125.9,33600,211,4230240
03-Jul-24,63.2,15600,211,985920
02-Jul-24,63.2,19200,211,1213440
03-Jul-24,63.4,15600,211,989040
14-Dec-22,285.05,66825,212,19048466.25
08-Jan-21,790.52,191250,243,151186950
22-Jan-21,522.61,123750,243,64672987.5
25-Jan-21,797,185625,243,147943125
29-Jan-21,268.39,67500,243,18116325
04-Jan-21,158.02,40500,243,6399810
05-Jan-21,52.46,13500,243,708210
05-Jan-21,52.48,13500,243,708480
06-Jan-21,104.6,27000,243,2824200
11-Jan-21,158.11,40500,243,6403455
13-Jan-21,159.57,40500,243,6462585
15-Jan-21,53.23,13500,243,718605
30-Jan-21,158.86,40500,243,6433830
06-Jan-21,263.12,67500,243,17760600
20-Jan-21,260,67500,243,17550000
04-Jan-21,157.4,29250,243,4603950
05-Jan-21,104.91,19500,243,2045745
06-Jan-21,105.25,19500,243,2052375
11-Jan-21,160.99,29250,243,4708957.5
13-Jan-21,159.63,29250,243,4669177.5
15-Jan-21,53.34,9750,243,520065
30-Jan-21,158.9,29250,243,4647825
04-Feb-21,263.81,61875,243,16323243.75
05-Feb-21,531.57,123750,243,65781787.5
06-Feb-21,533.27,123750,243,65992162.5
09-Feb-21,795.24,185625,243,147616425
17-Feb-21,526.22,123750,243,65119725
19-Feb-21,540.92,123750,243,66938850
22-Feb-21,532.48,123750,243,65894400
04-Feb-21,53.77,10500,243,564585
02-Feb-21,264.36,67500,243,17844300
24-Feb-21,262.65,67500,243,17728875
02-Feb-21,53.08,13500,243,716580
04-Feb-21,105.41,27000,243,2846070
04-Feb-21,106.36,27000,243,2871720
09-Feb-21,53.28,13500,243,719280
09-Feb-21,51.4,13500,243,693900
15-Feb-21,161.53,40500,243,6541965
20-Feb-21,161.16,45000,243,7252200
22-Feb-21,158.9,40500,243,6435450
26-Feb-21,158.2,40500,243,6407100
26-Feb-21,157.74,40500,243,6388470
26-Feb-21,106.44,27000,243,2873880
09-Feb-21,155.5,40500,243,6297750
12-Feb-21,262.87,67500,243,17743725
15-Feb-21,263.02,67500,243,17753850
20-Feb-21,264.87,67500,243,17878725
26-Feb-21,263.87,67500,243,17811225
02-Feb-21,51.68,9750,243,503880
04-Feb-21,212.11,39000,243,8272290
09-Feb-21,103.44,19500,243,2017080
15-Feb-21,159.14,29250,243,4654845
22-Feb-21,159.26,29250,243,4658355
26-Feb-21,423.02,78000,243,32995560
03-Mar-21,1310.01,309375,243,405284343.75
09-Mar-21,531.15,123750,243,65729812.5
10-Mar-21,265.63,61875,243,16435856.25
16-Mar-21,260.05,61875,243,16090593.75
18-Mar-21,417.44,99000,243,41326560
23-Mar-21,515.13,123750,243,63747337.5
23-Mar-21,496.34,138000,243,68494920
24-Mar-21,464.88,111375,243,51776010
31-Mar-21,464.7,111375,243,51755962.5
12-Mar-21,264.81,67500,243,17874675
18-Mar-21,1584.69,405000,243,641799450
01-Mar-21,158.21,40500,243,6407505
01-Mar-21,158.7,40500,243,6427350
01-Mar-21,158.14,40500,243,6404670
06-Mar-21,1059.2,270000,243,285984000
30-Mar-21,1030.55,270000,243,278248500
03-Mar-21,263.54,67500,243,17788950
10-Mar-21,264.47,67500,243,17851725
23-Mar-21,257.4,67500,243,17374500
01-Mar-21,476.29,121500,243,57869235
09-Apr-21,515.05,123750,243,63737437.5
10-Apr-21,773.03,185625,243,143493693.75
12-Apr-21,467.37,121500,243,56785455
20-Apr-21,788.6,202500,243,159691500
23-Apr-21,413.14,108000,243,44619120
27-Apr-21,623.78,162000,243,101052360
30-Apr-21,258.69,67500,243,17461575
07-Apr-21,41.41,9000,243,372690
10-Apr-21,90.51,23250,243,2104357.5
02-Apr-21,135.3,38250,243,5175225
06-Apr-21,258.44,75000,243,19383000
20-Apr-21,263.16,75000,243,19737000
08-Apr-21,258.14,67500,243,17424450
08-Apr-21,257.54,67500,243,17383950
12-Apr-21,259.46,67500,243,17513550
12-Apr-21,259.56,67500,243,17520300
19-Apr-21,775.53,202500,243,157044825
08-Apr-21,259.94,67500,243,17545950
17-Apr-21,153,40500,243,6196500
22-Apr-21,258.84,67500,243,17471700
17-May-21,1055.36,270000,243,284947200
18-May-21,522.9,135000,243,70591500
31-May-21,524.32,135000,243,70783200
26-May-21,51.98,11250,243,584775
29-May-21,52.8,12000,243,633600
31-May-21,265,67500,243,17887500
31-May-21,264.45,67500,243,17850375
11-May-21,0.8,350,243,280
08-May-21,103.5,30000,243,3105000
03-May-21,318.51,81000,243,25799310
04-May-21,314.79,81000,243,25497990
07-May-21,259,67500,243,17482500
07-May-21,104.87,27000,243,2831490
19-May-21,522.9,135000,243,70591500
24-May-21,259.88,67500,243,17541900
05-May-21,260.2,67500,243,17563500
03-May-21,314.89,81000,243,25506090
04-May-21,316.56,81000,243,25641360
07-May-21,362.44,94500,243,34250580
19-May-21,524.66,135000,243,70829100
24-May-21,259.88,67500,243,17541900
09-Jun-21,263.19,67500,243,17765325
11-Jun-21,678.54,175500,243,119083770
16-Jun-21,528.23,135000,243,71311050
18-Jun-21,524.45,135000,243,70800750
22-Jun-21,523.7,135000,243,70699500
30-Jun-21,526.08,135000,243,71020800
24-Jun-21,53.32,14250,243,759810
11-Jun-21,259.98,67500,243,17548650
12-Jun-21,103.3,30000,243,3099000
14-Jun-21,158.38,45000,243,7127100
07-Jun-21,1,228.75,243,228.75
25-Jun-21,14.15,4400,243,62260
08-Jun-21,418.3,108000,243,45176400
10-Jun-21,315.99,81000,243,25595190
24-Jun-21,104.34,27000,243,2817180
05-Jun-21,261.5,67500,243,17651250
15-Jun-21,263.93,67500,243,17815275
17-Jun-21,261.81,67500,243,17672175
08-Jun-21,416.87,108000,243,45021960
10-Jun-21,309.25,81000,243,25049250
24-Jun-21,105,27000,243,2835000
09-Jul-21,530.03,135000,243,71554050
29-Jul-21,265.49,67500,243,17920575
02-Jul-21,52.5,13500,243,708750
24-Jul-21,265.97,67500,243,17952975
17-Jul-21,271.92,75000,243,20394000
23-Jul-21,266.09,75000,243,19956750
14-Jul-21,262.62,75000,243,19696500
06-Jul-21,265.7,67500,243,17934750
06-Jul-21,265.04,67500,243,17890200
03-Aug-21,269.81,67500,243,18212175
06-Aug-21,270.05,67500,243,18228375
13-Aug-21,270,67500,243,18225000
